Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),65853.94834818867,1916.443,1985.964,1970.947,2022.829,2006.462,1730.175,1580.609,1704.300,2098.336,2231.078,2241.616,2230.027,2179.257,1895.519,1737.988,1866.112,2255.873,2465.072,2508.155,2437.992,2322.979,2032.910,1874.457,2002.310,2099.079,2252.661,2272.433,2260.548,2177.791,1891.485,1738.282,1864.261
TWN.Central,TWNZ0,Residual Demand(GWh),0,1283.470,1039.305,1329.904,1863.659,1905.948,1648.446,1499.738,1586.354,1407.712,1277.174,1573.738,2079.086,2130.662,1854.350,1695.038,1724.338,1643.054,1669.230,1976.684,2308.996,2273.214,1980.310,1822.320,1846.970,1474.042,1335.227,1645.434,2109.884,2087.577,1814.393,1662.422,1730.977
TWN.Central,TWNZ0,Zone Supply(GWh),53726.35222550154,1104.332,1528.482,1122.892,1850.350,1770.330,944.032,573.342,796.712,1548.148,1912.375,1533.261,2213.407,2081.604,2031.390,1621.861,1676.543,1521.701,1722.371,2250.526,2280.105,2167.627,2092.081,2028.686,2079.291,1451.170,1857.733,1478.929,2192.465,2114.329,1573.789,1132.182,1474.307
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,5115.545908155375,204.144,274.940,198.788,0.000,0.000,0.658,46.157,19.371,543.021,543.021,472.229,0.000,0.000,0.000,0.000,0.000,337.206,543.021,117.489,20.999,16.027,0.000,0.000,0.000,475.617,527.837,500.242,0.000,0.000,0.000,195.119,79.660
TWN.Central,TWNZ0,Import from: TWNZ2,1377.3080141195042,0.000,0.000,0.000,0.000,36.538,278.585,278.585,278.585,0.000,0.000,0.000,111.429,206.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.897,0.000,0.000,0.000,0.000,0.000,24.456,23.825,0.000,52.420,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,3403.162256341529,228.654,93.480,242.573,0.000,0.000,113.449,295.739,229.387,302.311,266.240,302.311,0.000,0.000,0.000,0.000,0.000,270.669,302.311,0.000,0.000,0.000,0.000,0.000,0.000,299.025,111.885,299.025,0.000,0.000,0.000,46.105,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,8355.147660854196,379.313,389.776,406.693,413.825,407.421,393.451,386.786,380.245,181.195,185.968,201.527,203.392,188.867,177.558,186.847,189.568,126.297,134.629,140.140,136.888,139.325,153.134,143.971,130.862,310.586,317.900,332.435,341.502,334.597,317.697,312.456,310.295
TWN.Central,TWNZ0,Export to: TWNZ3,2790.761248384934,0.000,0.000,0.000,223.445,207.827,0.000,0.000,0.000,0.000,0.000,0.000,298.201,298.201,298.201,70.720,0.000,0.000,0.000,0.000,0.000,0.000,298.201,298.201,207.844,0.000,0.000,0.000,294.960,294.960,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,3296.762477913509,0.000,300.715,0.000,0.000,0.000,0.000,0.000,0.000,476.338,676.526,267.712,0.000,0.000,0.000,0.000,0.000,0.000,237.260,0.000,0.000,0.000,0.000,0.000,0.000,437.319,562.696,338.198,0.000,0.000,0.000,0.000,0.000
