Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),65853.94834818867,1916.443,1985.964,1970.947,2022.829,2006.462,1730.175,1580.609,1704.300,2098.336,2231.078,2241.616,2230.027,2179.257,1895.519,1737.988,1866.112,2255.873,2465.072,2508.155,2437.992,2322.979,2032.910,1874.457,2002.310,2099.079,2252.661,2272.433,2260.548,2177.791,1891.485,1738.282,1864.261
TWN.Central,TWNZ0,Residual Demand(GWh),0,1311.573,1085.730,1357.088,1865.175,1905.948,1648.446,1499.738,1587.801,1441.516,1327.317,1605.699,2083.335,2130.662,1854.350,1695.038,1728.956,1672.599,1710.795,2002.928,2313.298,2273.214,1980.310,1822.320,1852.112,1502.709,1381.323,1673.661,2112.162,2087.577,1814.393,1662.422,1733.642
TWN.Central,TWNZ0,Zone Supply(GWh),61365.0130048043,1211.052,1553.900,1535.758,2160.255,2104.337,1658.065,1486.176,1612.782,1528.586,1899.555,1787.473,2230.027,2189.125,1953.254,1507.169,1811.106,2157.644,2191.898,2600.087,2492.609,2392.050,2032.910,1969.625,2104.053,1446.977,1845.053,2122.432,2260.548,2177.791,1980.042,1464.867,1897.810
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,1108.0662006864848,170.564,79.520,0.000,0.000,0.000,0.000,0.000,0.000,88.756,91.724,130.923,0.000,0.000,0.000,0.000,15.818,0.000,174.354,0.000,0.000,0.000,0.000,0.000,0.000,172.459,140.886,0.000,0.000,0.000,0.000,43.063,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,1139.126471050488,16.598,0.000,0.000,0.000,0.000,194.383,225.801,225.801,0.000,0.000,0.000,0.000,0.000,0.000,230.819,0.000,0.000,0.000,0.000,0.000,13.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,228.310,3.828
TWN.Central,TWNZ0,Import from: TWNZ3,5754.527981913388,518.229,352.544,503.892,0.000,0.000,0.000,0.000,0.000,529.745,468.176,529.745,0.000,0.000,0.000,0.000,39.188,529.154,529.745,219.945,0.000,0.000,0.000,0.000,0.000,523.987,523.987,484.148,0.000,0.000,0.000,2.041,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ3,486.83069659636135,0.000,0.000,0.000,50.415,50.415,50.415,50.415,50.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.535,51.535,0.000,51.535,0.000,0.000,0.000,0.000,0.000,0.000,42.771,0.000,37.377
TWN.Central,TWNZ0,Export to: TWNZ2,2503.417081316922,0.000,0.000,68.704,0.000,0.000,0.000,0.000,0.000,48.751,228.376,206.526,0.000,0.000,15.913,0.000,0.000,430.925,430.925,311.877,3.081,0.000,0.000,0.000,101.743,44.343,257.265,334.147,0.000,0.000,20.841,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ1,522.5375323527185,0.000,0.000,0.000,87.011,47.459,71.857,80.954,83.868,0.000,0.000,0.000,0.000,9.868,41.823,0.000,0.000,0.000,0.000,0.000,0.000,31.121,0.000,43.633,0.000,0.000,0.000,0.000,0.000,0.000,24.944,0.000,0.000
TWN.East,TWNZ1,Demand(GWh),11861.061759510174,338.691,351.447,348.887,357.954,354.861,305.398,278.603,300.755,377.607,408.071,412.822,406.100,391.140,339.607,311.204,334.162,410.119,451.758,461.256,445.622,421.410,369.034,340.552,363.451,377.127,407.343,412.035,408.025,390.766,339.204,311.748,334.301
TWN.East,TWNZ1,Residual Demand(GWh),0,285.873,302.149,306.954,317.009,307.102,254.282,229.696,251.692,341.363,369.452,376.378,375.490,361.295,308.263,280.359,302.705,368.362,405.218,417.158,408.573,387.783,336.404,307.009,328.265,330.992,360.775,370.147,369.831,349.877,296.743,270.158,293.186
TWN.East,TWNZ1,Zone Supply(GWh),14546.8751679189,488.563,594.767,465.649,268.703,270.853,191.879,187.754,207.012,673.135,828.483,694.363,406.100,381.341,298.074,297.083,366.927,693.081,810.519,643.529,446.348,379.817,369.034,303.202,378.579,684.427,787.881,647.175,409.989,396.656,314.433,312.484,349.037
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ0,518.9224086888894,0.000,0.000,0.000,86.409,47.131,71.360,80.394,83.288,0.000,0.000,0.000,0.000,9.799,41.534,0.000,0.000,0.000,0.000,0.000,0.000,30.905,0.000,43.331,0.000,0.000,0.000,0.000,0.000,0.000,24.772,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ2,275.3404037311389,0.000,0.000,0.000,2.842,42.159,42.159,42.159,42.159,0.000,0.000,0.000,0.000,0.000,0.000,13.046,0.000,0.000,0.000,0.000,0.000,43.096,0.000,5.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.627,0.000
TWN.East,TWNZ1,Import from: TWNZ3,893.5480286845142,125.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.896,0.000,178.344,0.000,0.000,0.000,1.076,0.000,45.089,144.857,0.000,0.000,0.000,0.000,0.000,0.000,190.844,85.813,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZF2,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ3,150.61636989596482,0.000,0.000,0.000,0.000,5.281,0.000,31.703,31.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.727,32.408,0.000,11.076,15.128,0.000,0.000,0.000,1.964,5.890,0.000,0.000,14.736
TWN.East,TWNZ1,Export to: TWNZ0,1115.7856521422657,171.752,80.074,0.000,0.000,0.000,0.000,0.000,0.000,89.374,92.363,131.835,0.000,0.000,0.000,0.000,15.928,0.000,175.569,0.000,0.000,0.000,0.000,0.000,0.000,173.660,141.868,0.000,0.000,0.000,0.000,43.363,0.000
TWN.East,TWNZ1,Export to: TWNZ2,3107.222227475035,103.748,163.246,116.762,0.000,0.000,0.000,0.000,0.000,328.050,328.050,328.050,0.000,0.000,0.000,0.000,16.837,328.050,328.050,182.272,0.000,0.000,0.000,0.000,0.000,324.484,324.484,235.139,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Demand(GWh),144138.81544941617,4282.130,4435.816,4402.627,4517.321,4480.613,3869.431,3538.783,3812.322,4608.121,4796.455,4774.798,4830.095,4801.890,4182.409,3837.269,4120.392,4915.178,5300.191,5362.348,5264.228,5076.817,4443.354,4094.960,4377.578,4599.066,4820.953,4814.478,4876.005,4791.405,4168.537,3832.332,4110.914
TWN.North,TWNZ2,Residual Demand(GWh),0,4061.095,4160.686,4152.148,4329.998,4310.061,3716.346,3394.206,3662.245,4445.204,4573.140,4590.831,4731.948,4728.963,4119.225,3774.928,4042.661,4762.022,5105.061,5206.400,5189.380,5019.182,4383.879,4034.448,4302.065,4378.746,4543.485,4571.486,4711.369,4646.929,4036.574,3702.706,3971.657
TWN.North,TWNZ2,Zone Supply(GWh),140031.1389938059,4196.676,4274.957,4219.601,4520.205,4523.397,4108.694,3809.804,4083.343,4236.635,4247.260,4247.220,4830.095,4801.890,4166.667,4083.817,4103.801,4165.595,4550.608,4874.190,5261.180,5134.283,4443.354,4100.130,4276.920,4235.455,4246.692,4252.193,4876.005,4791.405,4147.919,4106.364,4114.784
TWN.North,TWNZ2,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ0,2476.7081244763513,0.000,0.000,67.971,0.000,0.000,0.000,0.000,0.000,48.231,225.940,204.323,0.000,0.000,15.743,0.000,0.000,426.328,426.328,308.549,3.048,0.000,0.000,0.000,100.658,43.870,254.520,330.582,0.000,0.000,20.618,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ1,3061.8039601760324,102.232,160.859,115.055,0.000,0.000,0.000,0.000,0.000,323.255,323.255,323.255,0.000,0.000,0.000,0.000,16.591,323.255,323.255,179.608,0.000,0.000,0.000,0.000,0.000,319.741,319.741,231.702,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZF0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Export to: TWNZ0,1151.4108736615835,16.777,0.000,0.000,0.000,0.000,196.479,228.236,228.236,0.000,0.000,0.000,0.000,0.000,0.000,233.308,0.000,0.000,0.000,0.000,0.000,13.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,230.772,3.870
TWN.North,TWNZ2,Export to: TWNZ1,279.4247553805361,0.000,0.000,0.000,2.884,42.784,42.784,42.784,42.784,0.000,0.000,0.000,0.000,0.000,0.000,13.239,0.000,0.000,0.000,0.000,0.000,43.735,0.000,5.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.260,0.000
TWN.South,TWNZ3,Demand(GWh),89541.81671865002,2657.327,2757.996,2740.284,2806.139,2781.948,2407.840,2204.544,2372.516,2866.756,3087.278,3118.723,3070.852,2969.522,2581.496,2367.073,2540.939,2997.947,3246.630,3290.011,3220.771,3095.145,2704.814,2490.531,2664.138,2850.020,3067.873,3098.761,3075.320,2955.950,2566.386,2357.551,2528.736
TWN.South,TWNZ3,Residual Demand(GWh),0,1637.087,1200.679,1771.514,2679.543,2711.650,2335.254,2132.404,2247.249,1639.093,1370.166,1896.715,2849.634,2924.823,2534.984,2321.318,2319.635,1985.571,1886.508,2353.768,3021.381,3051.307,2661.598,2446.652,2446.799,1792.447,1469.403,2050.261,2928.364,2897.641,2506.141,2297.053,2370.478
TWN.South,TWNZ3,Zone Supply(GWh),95639.92806163587,3308.865,3114.868,3250.362,2756.336,2726.918,2358.036,2123.366,2291.338,3526.179,3561.200,3835.186,3070.852,2969.522,2581.496,2368.160,2580.608,3579.159,3929.256,3512.655,3169.142,3012.163,2704.814,2428.659,2649.167,3573.286,3685.006,3588.853,3073.376,2950.121,2524.134,2359.617,2477.229
TWN.South,TWNZ3,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.South,TWNZ3,Import from: TWNZ0,480.9273875694339,0.000,0.000,0.000,49.804,49.804,49.804,49.804,49.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.911,50.911,0.000,50.911,0.000,0.000,0.000,0.000,0.000,0.000,42.253,0.000,36.924
TWN.South,TWNZ3,Import from: TWNZ1,149.05191766185544,0.000,0.000,0.000,0.000,5.226,0.000,31.374,31.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.719,32.071,0.000,10.961,14.971,0.000,0.000,0.000,1.944,5.829,0.000,0.000,14.583
TWN.South,TWNZ3,Import from: TWNZF3,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.South,TWNZ3,Export to: TWNZ0,5825.16391960249,524.590,356.872,510.077,0.000,0.000,0.000,0.000,0.000,536.248,473.922,536.248,0.000,0.000,0.000,0.000,39.669,535.650,536.248,222.645,0.000,0.000,0.000,0.000,0.000,530.419,530.419,490.091,0.000,0.000,0.000,2.066,0.000
TWN.South,TWNZ3,Export to: TWNZ1,902.9267286146344,126.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.175,0.000,180.216,0.000,0.000,0.000,1.087,0.000,45.562,146.378,0.000,0.000,0.000,0.000,0.000,0.000,192.847,86.714,0.000,0.000,0.000,0.000,0.000,0.000
TWN.OffRgn1,TWNZF0,Zone Supply(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
