Zone Code,ZoneID,Technology,Item,Installed Capacity(MW),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,COA_SUB,Gross Output,1855.5,0.00,0.00,0.00,1094.41,1297.26,0.00,0.00,0.00,0.00,0.00,0.00,206.81,609.34,30.06,0.00,0.00,0.00,21.24,30.06,1654.92,1528.31,30.06,0.00,0.00,0.00,0.00,0.00,567.14,474.69,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,Net Output,1855.5,0.00,0.00,0.00,1017.80,1206.45,0.00,0.00,0.00,0.00,0.00,0.00,192.33,566.69,27.95,0.00,0.00,0.00,19.75,27.95,1539.08,1421.33,27.95,0.00,0.00,0.00,0.00,0.00,527.44,441.46,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T1,,0.00,0.00,0.00,0.00,15.03,0.00,0.00,0.00,0.00,0.00,0.00,15.03,15.03,15.03,0.00,0.00,0.00,10.62,15.03,15.03,15.03,15.03,0.00,0.00,0.00,0.00,0.00,15.03,15.03,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.38,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.61,0.00,0.00,0.00,0.00,0.00,0.00,274.29,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SC,Gross Output,5500.0,0.00,0.00,453.75,4950.00,4950.00,4787.20,3186.13,4041.92,22.27,54.15,56.69,4918.76,4924.84,4950.00,2191.58,2966.25,1892.59,1753.68,4905.45,4905.45,4907.60,4942.40,4524.73,4921.12,27.99,65.28,1867.55,4912.12,4922.14,4931.92,1983.25,3554.52
TWN.Central,TWNZ0,COA_SC,Net Output,5500.0,0.00,0.00,421.99,4603.50,4603.50,4452.09,2963.10,3758.98,20.71,50.36,52.72,4574.45,4580.10,4603.50,2038.17,2758.61,1760.11,1630.93,4562.07,4562.07,4564.06,4596.43,4208.00,4576.64,26.03,60.71,1736.82,4568.27,4577.59,4586.69,1844.42,3305.70
TWN.Central,TWNZ0,COA_SC,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.14,27.07,28.34,31.24,25.16,0.00,0.00,44.55,44.55,44.55,44.55,44.55,42.40,7.60,13.53,28.88,13.99,32.64,44.55,37.88,27.86,18.08,44.55,15.63
TWN.Central,TWNZ0,COA_SC,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.98,0.00,0.00,0.00,0.00,0.00,210.95,0.00
TWN.Central,TWNZ0,COA_SC,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,193.91,0.00,0.00,81.22,85.03,0.00,0.00,0.00,208.62,0.00,0.00,295.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
