Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),94480.36019864201,2748.849,2848.567,2827.027,2901.443,2878.090,2481.859,2267.327,2444.743,3009.821,3200.446,3215.658,3198.869,3127.010,2720.586,2494.625,2678.400,3235.877,3536.456,3598.471,3497.455,3332.858,2917.154,2689.865,2873.251,3010.914,3231.514,3260.007,3242.731,3124.912,2714.796,2495.042,2675.741
TWN.Central,TWNZ0,Residual Demand(GWh),0,2455.250,2408.476,2497.708,2752.605,2769.642,2394.079,2180.499,2341.556,2715.481,2768.119,2904.817,3097.652,3074.601,2676.584,2448.565,2597.960,2967.238,3170.473,3339.725,3411.990,3279.202,2860.501,2633.883,2783.460,2717.409,2797.567,2938.967,3112.806,3029.207,2632.856,2414.500,2573.746
TWN.Central,TWNZ0,Zone Supply(GWh),89342.98251814244,2710.009,2797.286,2780.991,2455.177,2386.190,2365.521,2315.800,2410.110,3223.479,3346.924,3367.166,2734.159,2564.579,2567.512,2575.066,2696.402,3295.477,3540.025,3236.326,2716.001,2619.931,2630.157,2574.685,2707.629,3062.556,3257.778,3275.876,2691.709,2629.116,2577.357,2582.059,2649.932
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,271.134203988409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,174.354,15.261,0.000,1.786,0.000,6.746,0.000,14.877,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,1701.5835978744435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.857,291.990,0.000,0.000,0.000,0.000,0.000,0.000,617.453,617.453,0.000,0.000,0.000,0.000,0.000,0.000,109.831,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,443.98854356181926,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,157.019,49.225,0.000,0.000,0.000,0.000,0.000,18.752,0.000,0.000,97.497,0.000,0.000,0.000,0.000,0.000,28.715,92.780,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,10094.39738630782,460.398,472.838,495.927,505.946,494.465,473.353,467.363,462.360,217.267,226.338,243.342,242.834,221.215,207.333,222.859,226.893,151.460,162.187,169.039,166.431,171.615,187.715,175.173,158.876,374.599,385.099,402.881,412.476,403.016,382.434,375.986,374.679
TWN.Central,TWNZ0,Export to: TWNZ3,93.83086836062884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.690,76.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,6917.091445719089,421.557,421.557,421.557,0.000,0.000,274.605,421.557,368.953,430.925,430.925,394.850,0.000,0.000,54.259,303.300,244.895,211.059,165.757,0.000,0.000,0.000,0.000,59.994,0.000,426.241,426.241,418.751,0.000,0.000,244.995,426.241,348.871
TWN.Central,TWNZ0,Export to: TWNZ1,362.8037371532362,0.000,0.000,28.334,59.680,2.564,82.411,94.279,58.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.761,0.000
TWN.East,TWNZ1,Demand(GWh),17017.007801794938,485.802,504.100,500.428,513.432,509.060,438.145,399.710,431.485,541.641,585.403,592.245,582.555,561.226,487.397,446.657,479.587,588.289,648.122,661.791,639.286,604.567,529.481,488.625,521.471,540.953,584.359,591.118,585.317,560.695,486.826,447.442,479.791
TWN.East,TWNZ1,Residual Demand(GWh),0,101.370,-83.238,134.789,448.230,452.912,378.775,343.432,354.308,20.343,-116.242,122.634,488.304,527.617,452.539,412.551,369.132,120.892,43.750,252.369,537.208,566.651,492.882,450.876,401.189,85.286,-68.216,174.348,510.826,512.876,437.704,399.744,391.782
TWN.East,TWNZ1,Zone Supply(GWh),18638.195787646204,494.751,695.713,472.290,359.076,352.415,356.304,306.084,373.117,820.993,1004.375,772.778,582.555,525.157,487.397,446.657,479.587,766.067,907.722,837.360,595.163,541.219,531.280,488.625,528.265,756.786,955.879,719.654,563.569,539.807,486.826,410.934,479.791
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
