Zone Code,ZoneID,Technology,Item,Installed Capacity(MW),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,COA_SUB,Gross Output,2417.1,0.00,0.00,0.00,1404.73,1511.51,0.00,0.00,0.00,0.00,0.00,0.00,552.30,756.60,0.00,0.00,0.00,17.02,39.16,137.61,1368.77,1252.17,227.08,0.00,0.00,0.00,0.00,25.08,732.06,668.44,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,Net Output,2417.1,0.00,0.00,0.00,1306.40,1405.71,0.00,0.00,0.00,0.00,0.00,0.00,513.64,703.64,0.00,0.00,0.00,15.83,36.42,127.97,1272.95,1164.52,211.19,0.00,0.00,0.00,0.00,23.32,680.81,621.65,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T1,,0.00,0.00,0.00,19.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.58,1.88,0.00,0.00,0.00,8.51,19.58,19.58,19.58,15.04,0.00,0.00,0.00,0.00,0.00,12.54,11.38,3.21,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.52,0.00,0.00,237.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.62,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SC,Gross Output,5500.0,4950.00,4394.56,4950.00,4950.00,4950.00,4950.00,4596.31,4950.00,4950.00,4689.27,4942.89,4950.00,4950.00,4950.00,3911.48,4692.42,4950.00,4940.70,4936.51,4943.33,4950.00,4950.00,4950.00,4950.00,4950.00,4939.40,4950.00,4950.00,4950.00,4950.00,3645.28,4701.22
TWN.Central,TWNZ0,COA_SC,Net Output,5500.0,4603.50,4086.94,4603.50,4603.50,4603.50,4603.50,4274.57,4603.50,4603.50,4361.02,4596.89,4603.50,4603.50,4603.50,3637.67,4363.95,4603.50,4594.85,4590.95,4597.30,4603.50,4603.50,4603.50,4603.50,4603.50,4593.65,4603.50,4603.50,4603.50,4603.50,3390.11,4372.14
TWN.Central,TWNZ0,COA_SC,AS T1,,0.00,44.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,7.11,0.00,0.00,0.00,0.00,0.00,0.00,9.30,13.49,6.67,0.00,0.00,0.00,0.00,0.00,10.60,0.00,0.00,0.00,0.00,0.00,44.55
TWN.Central,TWNZ0,COA_SC,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SC,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,157.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,Gross Output,2406.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,Net Output,2406.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.35,0.00,111.07,0.00,0.00,0.00,56.50,0.00,0.00,226.49,14.36,0.00,195.22,0.00,0.00,223.99,222.83,214.67,0.00,167.59,180.86
TWN.Central,TWNZ0,GAS_OCGT,AS T3,,0.00,197.96,196.46,0.00,200.00,0.00,0.00,169.88,0.00,217.54,0.00,0.00,212.48,0.00,0.00,0.00,148.47,110.11,244.53,7.91,226.49,198.20,182.75,0.00,0.00,0.00,0.00,222.83,214.67,0.00,171.33,0.00
TWN.Central,TWNZ0,GAS_CCGT,Gross Output,490.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_CCGT,Net Output,490.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
