Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),79819.20138460601,2322.556,2406.809,2388.610,2451.486,2431.695,2096.881,1915.620,2065.522,2543.037,2704.042,2716.870,2702.727,2641.542,2297.892,2106.975,2262.249,2734.013,2987.846,3040.188,2954.934,2815.642,2464.252,2272.214,2427.161,2543.954,2730.264,2754.304,2739.766,2639.777,2293.015,2107.343,2260.018
TWN.Central,TWNZ0,Residual Demand(GWh),0,1509.536,1178.435,1550.064,2222.925,2288.252,1983.793,1802.183,1903.938,1660.601,1464.840,1852.258,2503.084,2575.443,2243.733,2049.904,2081.303,1948.710,1952.312,2347.864,2785.486,2747.471,2391.469,2200.178,2227.122,1739.012,1535.290,1932.530,2529.518,2512.098,2186.457,2002.112,2082.436
TWN.Central,TWNZ0,Zone Supply(GWh),41039.740864858955,522.533,795.783,609.355,1425.021,1353.832,524.918,325.270,402.313,1709.949,1657.508,1935.674,1640.026,1673.811,1106.617,1109.528,1235.824,1839.602,2110.493,1883.979,1359.607,1233.052,1239.005,1125.061,1255.692,1135.147,1255.264,1530.572,1852.768,1751.187,1365.485,854.672,1220.192
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,2564.8426250551556,0.000,104.990,0.000,0.000,0.000,0.000,0.000,0.000,290.862,541.997,157.562,0.000,0.000,0.000,0.000,0.000,173.291,361.243,347.863,0.000,0.000,0.000,4.001,58.634,134.740,284.629,105.030,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,2625.2264906079295,0.000,0.000,0.000,0.000,0.000,0.000,178.274,0.000,0.000,0.000,0.000,0.000,0.000,233.374,0.000,0.000,0.000,0.000,0.000,613.625,613.625,330.494,317.431,322.357,0.000,0.000,0.000,0.000,0.000,0.000,16.047,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,1271.6272912253921,59.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,177.690,208.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.449,208.247,200.501,178.752,24.700,0.000,45.030,0.000,165.186,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,47235.699819989546,2105.370,2203.672,2362.642,2435.506,2335.619,2181.591,2137.605,2118.522,985.174,1047.314,1151.052,1154.782,1049.390,957.901,1011.669,1026.425,721.120,791.428,823.574,781.202,790.213,870.054,825.720,745.448,1743.963,1818.428,1932.388,1975.987,1890.822,1768.915,1750.309,1741.894
TWN.Central,TWNZ0,Export to: TWNZ3,3896.4453798942704,0.000,0.000,87.159,515.042,515.042,460.684,515.042,328.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.861,0.000,0.000,418.552,513.685,428.486
TWN.Central,TWNZ0,Export to: TWNZ2,9719.091032820068,365.173,697.636,496.229,683.512,532.227,0.000,0.000,0.000,620.638,751.024,527.419,74.658,22.221,0.000,0.000,0.000,0.000,278.768,223.475,0.000,0.000,0.000,0.000,0.000,469.896,793.243,699.825,981.069,879.206,363.934,0.000,258.938
TWN.Central,TWNZ0,Export to: TWNZ1,1302.3992944166214,0.000,0.000,0.000,210.487,210.487,148.944,210.487,126.422,0.000,0.000,0.000,17.422,59.438,0.000,14.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.921,123.027,58.900,0.000,14.643
TWN.East,TWNZ1,Demand(GWh),14376.360707548274,410.462,425.921,422.819,433.807,430.082,370.148,337.675,364.522,457.636,494.594,500.368,492.193,474.106,411.688,377.265,405.088,497.046,547.572,559.110,540.115,510.765,447.306,412.787,440.539,457.054,493.712,499.415,494.527,473.654,411.201,377.926,405.259
TWN.East,TWNZ1,Residual Demand(GWh),0,16.361,-166.826,51.103,358.493,361.255,297.433,269.085,275.197,-65.577,-207.405,27.701,392.276,434.572,370.728,337.297,289.394,24.538,-61.730,142.992,430.293,465.631,403.907,367.920,313.384,-5.518,-163.310,76.374,410.778,415.344,351.451,320.124,307.757
TWN.East,TWNZ1,Zone Supply(GWh),16063.701410560883,452.193,642.818,429.760,224.944,227.333,222.235,124.504,238.975,822.124,992.029,772.673,474.892,415.079,411.688,363.142,411.946,763.731,982.931,788.054,489.512,416.087,415.348,416.816,499.582,663.554,851.145,717.588,387.352,351.479,352.709,350.761,390.717
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ0,1293.3887751381296,0.000,0.000,0.000,209.031,209.031,147.914,209.031,125.547,0.000,0.000,0.000,17.301,59.026,0.000,14.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.174,122.175,58.492,0.000,14.542
TWN.East,TWNZ1,Import from: TWNZ2,124.3527418668155,0.000,0.000,0.000,31.116,0.000,0.000,31.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.807,3.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.165,0.000
TWN.East,TWNZ1,Import from: TWNZ3,455.16155445708534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,192.941,18.796,91.529,31.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZF2,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ3,245.15499613944206,0.000,41.132,6.941,31.285,6.282,0.000,26.976,0.000,0.000,0.000,42.046,0.000,0.000,0.000,0.000,6.858,42.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.589,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ0,2582.710851812335,0.000,105.722,0.000,0.000,0.000,0.000,0.000,0.000,292.889,545.773,158.660,0.000,0.000,0.000,0.000,0.000,174.498,363.759,350.286,0.000,0.000,0.000,4.029,59.042,135.679,286.612,105.762,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ2,732.3779265228678,41.732,70.043,0.000,0.000,0.000,0.000,0.000,0.000,71.600,71.600,71.600,0.000,0.000,0.000,0.000,0.000,50.141,71.600,71.600,0.000,0.000,0.000,0.000,0.000,70.821,70.821,70.821,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Demand(GWh),174705.47490867996,5189.686,5375.944,5335.721,5474.723,5430.235,4689.519,4288.794,4620.307,5584.787,5813.101,5786.881,5853.851,5820.306,5069.866,4651.562,4994.690,5957.063,6424.175,6499.719,6380.436,6153.919,5386.673,4964.427,5306.944,5573.840,5842.898,5835.112,5909.574,5807.825,5053.391,4645.941,4983.565
TWN.North,TWNZ2,Residual Demand(GWh),0,4762.793,4775.555,4887.063,5262.310,5245.080,4524.635,4134.222,4448.885,5131.790,5176.128,5334.933,5716.418,5744.090,5003.705,4585.993,4869.435,5536.755,5871.584,6106.828,6261.464,6091.671,5322.312,4898.344,5175.830,5106.379,5192.878,5349.080,5708.178,5646.258,4906.263,4502.410,4807.190
TWN.North,TWNZ2,Zone Supply(GWh),156130.6868164851,4322.460,4150.281,4345.947,4318.502,4398.924,4202.064,4021.452,4143.646,4669.163,4759.212,4929.629,5502.746,5534.174,5063.720,4410.103,4747.247,5694.879,5854.494,5981.465,6818.303,6569.489,5505.033,5072.721,5421.558,4623.245,4571.158,4636.575,4493.171,4504.295,4278.853,4275.112,4311.066
TWN.North,TWNZ2,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ0,9615.398050590911,361.277,690.193,490.934,676.219,526.548,0.000,0.000,0.000,614.016,743.011,521.792,73.862,21.984,0.000,0.000,0.000,0.000,275.794,221.091,0.000,0.000,0.000,0.000,0.000,464.883,784.779,692.359,970.602,869.826,360.051,0.000,256.175
TWN.North,TWNZ2,Import from: TWNZ1,721.6727583708832,41.122,69.019,0.000,0.000,0.000,0.000,0.000,0.000,70.553,70.553,70.553,0.000,0.000,0.000,0.000,0.000,49.408,70.553,70.553,0.000,0.000,0.000,0.000,0.000,69.786,69.786,69.786,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZF0,11017.451729729533,464.827,466.451,498.840,511.580,504.763,487.455,479.116,476.660,231.055,240.324,264.907,277.243,264.148,242.037,241.460,247.443,212.777,223.335,226.611,214.654,207.867,215.698,212.560,211.219,415.925,417.174,436.393,445.801,433.704,414.487,414.616,416.323
TWN.North,TWNZ2,Export to: TWNZ0,2653.5370776898017,0.000,0.000,0.000,0.000,0.000,0.000,180.197,0.000,0.000,0.000,0.000,0.000,0.000,235.891,0.000,0.000,0.000,0.000,0.000,620.242,620.242,334.058,320.854,325.833,0.000,0.000,0.000,0.000,0.000,0.000,16.220,0.000
TWN.North,TWNZ2,Export to: TWNZ1,126.1973688066625,0.000,0.000,0.000,31.577,0.000,0.000,31.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.279,3.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.568,0.000
TWN.South,TWNZ3,Demand(GWh),108530.410564845,3220.322,3342.333,3320.875,3400.672,3371.917,2918.835,2672.468,2876.026,3474.205,3741.718,3779.940,3721.728,3599.355,3129.424,2869.568,3080.270,3633.211,3934.914,3987.628,3903.474,3751.553,3278.797,3019.107,3229.494,3453.923,3718.199,3755.746,3727.141,3582.917,3111.126,2858.037,3065.490
TWN.South,TWNZ3,Residual Demand(GWh),0,1978.579,1415.727,2136.482,3261.565,3303.623,2848.790,2602.331,2740.413,1961.503,1591.895,2272.223,3461.918,3554.958,3083.306,2824.205,2821.083,2380.210,2230.478,2826.299,3666.486,3707.213,3235.113,2974.704,2971.087,2153.250,1728.581,2468.525,3560.158,3525.830,3052.548,2799.027,2886.093
