Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),87098.64541858072,2534.219,2626.150,2606.292,2674.899,2653.335,2288.024,2090.243,2253.806,2774.807,2950.525,2964.540,2949.078,2882.566,2507.736,2299.419,2468.844,2983.203,3260.262,3317.413,3224.322,3072.449,2689.124,2479.582,2648.649,2775.812,2979.157,3005.412,2989.507,2880.639,2502.411,2299.816,2466.406
TWN.Central,TWNZ0,Residual Demand(GWh),0,1756.239,1428.851,1829.149,2526.940,2574.762,2227.299,2027.469,2145.608,1896.984,1718.673,2124.159,2784.906,2842.940,2474.914,2264.913,2308.138,2209.844,2235.971,2647.573,3080.239,3031.386,2645.236,2436.028,2472.455,2003.729,1813.719,2234.212,2844.927,2809.344,2443.884,2241.338,2335.449
TWN.Central,TWNZ0,Zone Supply(GWh),46376.35366344581,967.047,1353.951,992.467,784.508,848.427,252.581,251.638,300.553,1262.712,1607.916,1701.957,2619.482,2470.304,1861.268,1055.421,1298.576,2434.396,2864.303,2511.494,1994.476,1879.931,1894.859,1894.112,2024.743,871.505,1009.802,1242.199,1925.545,1820.588,1029.493,575.211,774.889
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,2765.728505591107,0.000,68.050,0.000,0.000,0.000,0.000,0.000,0.000,413.632,488.365,187.235,0.000,0.000,0.000,0.000,8.399,192.391,447.428,129.658,224.729,184.326,0.000,0.000,0.000,160.344,246.690,14.481,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,695.6330650143206,0.000,0.000,0.000,0.000,0.000,0.000,130.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000,403.953,135.444,0.000,0.000,0.000,15.668,9.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,1504.8165853578962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,208.247,208.247,208.247,0.000,0.000,0.000,0.000,0.000,208.247,208.247,0.000,208.247,208.247,0.000,0.000,0.000,0.000,47.087,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,47235.69981998954,2105.370,2203.672,2362.642,2435.506,2335.619,2181.591,2137.605,2118.522,985.174,1047.314,1151.052,1154.782,1049.390,957.901,1011.669,1026.425,721.120,791.428,823.574,781.202,790.213,870.054,825.720,745.448,1743.963,1818.428,1932.388,1975.987,1890.822,1768.915,1750.309,1741.894
TWN.Central,TWNZ0,Export to: TWNZ3,2733.1131836760037,0.000,0.000,77.403,334.628,320.224,0.000,219.350,0.000,0.000,0.000,0.000,209.918,0.000,296.718,164.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,192.173,0.000,0.000,0.000,0.000,347.972,301.505,234.674,0.000,34.182
TWN.Central,TWNZ0,Export to: TWNZ2,7385.324217668644,538.198,999.522,639.415,0.000,0.000,0.000,0.000,0.000,94.959,401.318,283.951,615.268,604.553,14.716,0.000,0.000,572.951,1051.144,147.313,0.000,0.000,68.902,48.078,121.541,0.000,142.850,183.657,452.180,404.809,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ1,1361.1488194732879,0.000,0.000,31.998,210.487,210.487,146.148,210.487,165.268,0.000,0.000,0.000,0.000,32.576,0.000,7.256,0.000,0.000,0.000,0.000,0.000,0.000,6.888,0.000,0.000,0.000,0.000,0.000,111.873,124.458,61.323,25.704,16.195
TWN.East,TWNZ1,Demand(GWh),15687.479148832126,447.869,464.738,461.353,473.342,469.294,403.907,368.473,397.767,499.346,539.685,545.990,537.061,517.360,449.275,411.716,442.074,542.351,597.500,610.098,589.358,557.340,488.108,450.442,480.724,498.712,538.722,544.950,539.608,516.869,448.746,412.438,442.261
TWN.East,TWNZ1,Residual Demand(GWh),0,77.155,-110.002,105.931,417.602,424.747,358.161,325.678,334.018,-13.331,-153.533,84.218,449.590,490.705,422.519,385.691,339.747,84.408,3.532,210.745,496.283,527.575,459.499,420.960,368.879,53.471,-103.947,136.686,473.118,478.035,409.909,375.202,364.408
TWN.East,TWNZ1,Zone Supply(GWh),17175.128719343735,452.037,644.437,429.577,264.311,260.263,258.769,128.326,233.642,854.786,1033.212,806.129,537.061,485.010,473.933,372.703,450.531,807.682,957.894,854.305,622.712,550.009,481.268,477.808,559.994,667.705,857.951,630.354,428.509,393.272,387.847,386.912,426.179
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ0,1351.7318474806436,0.000,0.000,31.776,209.031,209.031,145.137,209.031,164.125,0.000,0.000,0.000,0.000,32.350,0.000,7.206,0.000,0.000,0.000,0.000,0.000,0.000,6.840,0.000,0.000,0.000,0.000,0.000,111.099,123.597,60.899,25.526,16.083
TWN.East,TWNZ1,Import from: TWNZ2,62.9232381677689,0.000,0.000,0.000,0.000,0.000,0.000,31.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ3,750.1475654593215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,132.674,69.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,161.752,0.000,192.941,192.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZF2,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ3,181.41571439387374,4.168,41.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.658,0.000,0.000,0.000,0.000,42.046,0.000,0.000,0.000,27.366,42.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ0,2784.9962234635173,0.000,68.524,0.000,0.000,0.000,0.000,0.000,0.000,416.514,491.767,188.539,0.000,0.000,0.000,0.000,8.457,193.731,450.545,130.561,226.295,185.610,0.000,0.000,0.000,161.461,248.408,14.582,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ2,686.0402837619492,0.000,70.043,0.000,0.000,0.000,0.000,0.000,0.000,71.600,71.600,71.600,0.000,0.000,0.000,0.000,0.000,71.600,71.600,71.600,0.000,0.000,0.000,0.000,37.224,7.532,70.821,70.821,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Demand(GWh),190638.47279267793,5662.680,5865.914,5822.026,5973.696,5925.153,5116.927,4679.680,5041.407,6093.798,6342.939,6314.338,6387.398,6351.237,5532.625,5076.188,5450.589,6500.046,7009.884,7092.378,6962.111,6715.429,5878.546,5417.814,5791.548,6081.861,6375.485,6367.008,6448.224,6337.752,5514.851,5070.271,5438.667
TWN.North,TWNZ2,Residual Demand(GWh),0,5298.273,5312.723,5457.240,5877.385,5849.994,5051.517,4619.238,4963.099,5646.463,5704.166,5888.578,6301.214,6322.395,5507.621,5051.215,5361.473,6090.079,6460.525,6720.351,6877.939,6689.823,5851.952,5390.278,5692.838,5671.950,5771.417,5954.423,6346.090,6269.296,5453.116,5010.632,5344.069
TWN.North,TWNZ2,Zone Supply(GWh),172405.46987726563,4665.397,4341.586,4690.592,5462.116,5420.390,4629.472,4364.389,4564.747,5698.244,5635.026,5697.956,5501.451,5488.987,5276.030,5275.317,5340.051,5649.879,5676.066,6649.473,6763.294,6517.398,5594.682,5157.689,5423.404,5658.514,5747.199,5679.132,5555.067,5503.558,5100.364,4655.655,5022.344
TWN.North,TWNZ2,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ0,7306.530193590336,532.456,988.858,632.594,0.000,0.000,0.000,0.000,0.000,93.946,397.036,280.922,608.704,598.103,14.559,0.000,0.000,566.838,1039.930,145.741,0.000,0.000,68.167,47.565,120.245,0.000,141.326,181.697,447.355,400.490,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ1,676.0124329342007,0.000,69.019,0.000,0.000,0.000,0.000,0.000,0.000,70.553,70.553,70.553,0.000,0.000,0.000,0.000,0.000,70.553,70.553,70.553,0.000,0.000,0.000,0.000,36.680,7.422,69.786,69.786,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZF0,11017.451729729533,464.827,466.451,498.840,511.580,504.763,487.455,479.116,476.660,231.055,240.324,264.907,277.243,264.148,242.037,241.460,247.443,212.777,223.335,226.611,214.654,207.867,215.698,212.560,211.219,415.925,417.174,436.393,445.801,433.704,414.487,414.616,416.323
TWN.North,TWNZ2,Export to: TWNZ0,703.1348103054697,0.000,0.000,0.000,0.000,0.000,0.000,132.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,408.309,136.905,0.000,0.000,0.000,15.837,9.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Export to: TWNZ1,63.856630536318264,0.000,0.000,0.000,0.000,0.000,0.000,31.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
