Zone code,Zone ID,ProcessName,CF_Class,2015,2020,2025,2030,2035,2040,2045,2050
TWN.Central,TWNZ0,PV_TK,4,0,0,2389,2389,2389,2389,2389,2389
TWN.Central,TWNZ0,PV_Dist,0,0,0,2249,2249,2249,2249,2249,2249
TWN.Central,TWNZ0,GEO_hydro,0,0,60,60,60,60,60,60,60
TWN.Central,TWNZ0,BIO_ST,0,87,87,87,87,87,0,0,0
TWN.Central,TWNZ0,BIGCC_CCS,0,0,0,0,0,0,369,483,483
TWN.Central,TWNZ0,BESS_ST1,0,0,0,0,0,63,173,173,317
TWN.Central,TWNZ0,BESS_ST4,0,0,0,0,0,0,0,0,0
TWN.Central,TWNZ0,BESS_ST8,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_SUB,0,435,435,435,334,334,117,117,0
TWN.East,TWNZ1,COA_SC,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_USC,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_IGCC,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_SC_CCS,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_OXY_CCS,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,COA_IGCC_CCS,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,GAS_OCGT,0,434,434,434,434,258,149,139,139
TWN.East,TWNZ1,GAS_CCGT,0,0,0,0,324,324,324,762,762
TWN.East,TWNZ1,GAS_CC_CCS,0,0,0,0,0,0,424,595,695
TWN.East,TWNZ1,OIL_ST,0,51,51,51,51,0,0,0,0
TWN.East,TWNZ1,NUK_LWR,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,HYD_LG,0,0,756,756,756,756,756,756,972
TWN.East,TWNZ1,HYD_SM,0,20,20,20,20,20,20,0,0
TWN.East,TWNZ1,HYD_PS,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,WND_ON,1,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,WND_ON,2,0,0,278,278,278,278,278,278
TWN.East,TWNZ1,WND_ON,3,0,0,142,142,142,142,142,142
TWN.East,TWNZ1,WND_ON,4,0,81,81,81,81,81,81,81
TWN.East,TWNZ1,WND_ON,5,0,58,58,58,58,58,58,58
TWN.East,TWNZ1,WND_ON,6,0,80,80,80,80,80,80,80
TWN.East,TWNZ1,PV_FT,3,32,32,2012,2012,2012,2030,2030,2012
TWN.East,TWNZ1,PV_TK,2,0,0,92,92,92,92,92,92
TWN.East,TWNZ1,PV_TK,3,0,0,2289,2289,2289,2289,2289,2289
TWN.East,TWNZ1,PV_Dist,0,0,0,370,370,370,370,370,370
TWN.East,TWNZ1,GEO_hydro,0,0,50,50,50,50,50,50,50
TWN.East,TWNZ1,BIO_ST,0,16,16,16,16,16,0,0,0
TWN.East,TWNZ1,BIGCC_CCS,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,BESS_ST1,0,0,0,62,112,112,105,105,105
TWN.East,TWNZ1,BESS_ST4,0,0,0,0,0,0,0,0,0
TWN.East,TWNZ1,BESS_ST8,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,COA_SUB,0,5291,5291,5291,4062,4062,1424,310,0
TWN.North,TWNZ2,COA_SC,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,COA_USC,0,0,0,7439,7439,7439,7439,7439,7439
TWN.North,TWNZ2,COA_IGCC,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,COA_SC_CCS,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,COA_OXY_CCS,0,0,0,0,0,10711,17243,18795,18795
TWN.North,TWNZ2,COA_IGCC_CCS,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,GAS_OCGT,0,5268,5268,5268,5268,3139,1806,882,882
TWN.North,TWNZ2,GAS_CCGT,0,4680,4680,4680,9507,9207,4827,4827,4827
TWN.North,TWNZ2,GAS_CC_CCS,0,0,0,0,0,0,1002,4054,21749
TWN.North,TWNZ2,OIL_ST,0,2621,2621,2621,0,0,0,0,0
TWN.North,TWNZ2,NUK_LWR,0,3312,3312,0,0,0,0,0,0
TWN.North,TWNZ2,HYD_LG,0,200,504,504,504,504,504,504,504
TWN.North,TWNZ2,HYD_SM,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,HYD_PS,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,WND_ON,1,0,0,0,588,588,588,588,588
TWN.North,TWNZ2,WND_ON,2,0,0,254,254,254,254,254,254
TWN.North,TWNZ2,WND_ON,3,0,239,239,239,239,239,239,239
TWN.North,TWNZ2,WND_ON,4,0,243,243,243,243,243,243,243
TWN.North,TWNZ2,WND_ON,5,0,302,302,302,302,302,302,302
TWN.North,TWNZ2,WND_ON,6,122,326,326,326,326,326,326,326
TWN.North,TWNZ2,PV_FT,3,390,390,842,842,842,842,842,842
TWN.North,TWNZ2,PV_TK,2,0,0,251,251,251,251,251,251
TWN.North,TWNZ2,PV_TK,3,0,0,949,949,949,949,949,949
TWN.North,TWNZ2,PV_Dist,0,0,0,2488,2488,2488,2488,2488,2488
TWN.North,TWNZ2,BIO_ST,0,191,191,191,191,191,0,0,0
TWN.North,TWNZ2,BIGCC_CCS,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,BESS_ST1,0,0,50,311,405,613,1143,2903,2645
TWN.North,TWNZ2,BESS_ST4,0,0,0,0,0,0,0,0,0
TWN.North,TWNZ2,BESS_ST8,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,COA_SUB,0,3287,3287,3287,2523,2523,885,0,0
TWN.South,TWNZ3,COA_SC,0,6400,6400,6400,0,0,0,0,0
TWN.South,TWNZ3,COA_USC,0,0,0,2836,2836,2836,2836,2836,2836
TWN.South,TWNZ3,COA_IGCC,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,COA_SC_CCS,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,COA_OXY_CCS,0,0,0,0,0,3215,4861,5592,5592
TWN.South,TWNZ3,COA_IGCC_CCS,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,GAS_OCGT,0,3273,3273,3273,3273,1950,1122,1006,1006
TWN.South,TWNZ3,GAS_CCGT,0,4430,4430,1220,6576,6026,5356,5486,5486
TWN.South,TWNZ3,GAS_CC_CCS,0,0,0,0,0,0,1739,4322,5579
TWN.South,TWNZ3,OIL_ST,0,386,386,386,0,0,0,0,0
TWN.South,TWNZ3,NUK_LWR,0,1902,1902,0,0,0,0,0,0
TWN.South,TWNZ3,HYD_LG,0,200,342,342,342,342,342,1362,1162
TWN.South,TWNZ3,HYD_SM,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,HYD_PS,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,WND_ON,1,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,WND_ON,2,0,0,117,117,117,117,117,117
TWN.South,TWNZ3,WND_ON,3,0,0,73,73,73,73,73,73
TWN.South,TWNZ3,WND_ON,4,0,50,50,50,50,50,50,50
TWN.South,TWNZ3,WND_ON,6,67,117,117,117,117,102,102,102
TWN.South,TWNZ3,WND_ON,7,0,60,60,60,60,60,60,60
TWN.South,TWNZ3,WND_ON,9,0,62,62,62,62,62,62,62
TWN.South,TWNZ3,PV_FT,4,242,2018,4074,4074,4074,4074,4074,4074
TWN.South,TWNZ3,PV_TK,4,0,0,6176,6176,6176,6176,6176,6176
TWN.South,TWNZ3,PV_Dist,0,0,0,2903,2903,2903,2903,2903,2903
TWN.South,TWNZ3,GEO_hydro,0,0,90,90,90,90,90,90,90
TWN.South,TWNZ3,BIO_ST,0,118,118,118,118,118,412,412,412
TWN.South,TWNZ3,BIGCC_CCS,0,0,0,0,0,596,596,1133,1874
TWN.South,TWNZ3,BESS_ST1,0,0,0,384,384,478,758,811,879
TWN.South,TWNZ3,BESS_ST4,0,0,0,0,0,0,0,0,0
TWN.South,TWNZ3,BESS_ST8,0,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_SH,5,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_SH,6,0,0,0,0,260,260,260,260
TWN.OffRgn1,TWNZF0,WND_OFF_SH,7,0,0,0,0,590,590,590,590
TWN.OffRgn1,TWNZF0,WND_OFF_SH,8,150,150,150,230,230,230,230,230
TWN.OffRgn1,TWNZF0,WND_OFF_IN,6,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_IN,7,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_IN,8,0,0,0,0,0,975,975,975
TWN.OffRgn1,TWNZF0,WND_OFF_IN,9,0,0,0,0,860,860,860,860
TWN.OffRgn1,TWNZF0,WND_OFF_DE,6,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_DE,7,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_DE,8,0,0,0,0,0,0,0,0
TWN.OffRgn1,TWNZF0,WND_OFF_DE,9,0,0,0,0,0,0,0,2227
TWN.OffRgn2,TWNZF1,WND_OFF_SH,6,0,0,0,0,1337,2272,2272,2272
TWN.OffRgn2,TWNZF1,WND_OFF_SH,7,0,0,0,2224,2224,2224,2224,2224
TWN.OffRgn2,TWNZF1,WND_OFF_SH,8,0,0,0,2595,2595,2595,2595,2595
TWN.OffRgn2,TWNZF1,WND_OFF_IN,8,0,0,0,0,0,0,0,13998
TWN.OffRgn2,TWNZF1,WND_OFF_IN,9,0,0,0,0,5260,5260,5260,5260
TWN.OffRgn2,TWNZF1,WND_OFF_DE,9,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_SH,4,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_SH,5,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_IN,4,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_IN,5,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_DE,5,0,0,0,0,0,0,0,0
TWN.OffRgn3,TWNZF2,WND_OFF_DE,6,0,0,0,0,0,0,0,0
TWN.OffRgn4,TWNZF3,WND_OFF_SH,5,0,0,0,0,0,0,0,0
TWN.OffRgn4,TWNZF3,WND_OFF_SH,6,0,0,0,0,0,2854,2854,16640
TWN.OffRgn4,TWNZF3,WND_OFF_SH,7,0,0,0,91,1949,1949,1949,1949
TWN.OffRgn4,TWNZF3,WND_OFF_SH,8,0,0,0,630,630,630,630,630
TWN.OffRgn4,TWNZF3,WND_OFF_IN,8,0,0,0,0,0,0,0,0
TWN.OffRgn4,TWNZF3,WND_OFF_IN,9,0,0,0,0,130,130,130,130
TWN.OffRgn4,TWNZF3,WND_OFF_DE,8,0,0,0,0,0,0,0,0
TWN.OffRgn4,TWNZF3,WND_OFF_DE,9,0,0,0,0,0,0,0,1960
TWN.Central,TWNZ0,Transmission from:TWNZ0,To:TWNZ3,100,100,375,1908,1908,1908,1908,1908
TWN.Central,TWNZ0,Transmission from:TWNZ0,To:TWNZ2,1299,2100,2100,2100,5255,5255,5255,17332
TWN.Central,TWNZ0,Transmission from:TWNZ0,To:TWNZ1,135,135,135,135,167,780,780,780
TWN.East,TWNZ1,Transmission from:TWNZ1,To:TWNZ3,100,100,100,152,152,152,152,152
TWN.East,TWNZ1,Transmission from:TWNZ1,To:TWNZ0,100,100,1854,1854,1854,1977,1977,1977
TWN.East,TWNZ1,Transmission from:TWNZ1,To:TWNZ2,100,100,100,100,259,259,259,259
TWN.North,TWNZ2,Transmission from:TWNZ2,To:TWNZ0,100,100,350,766,766,2247,2782,2782
TWN.North,TWNZ2,Transmission from:TWNZ2,To:TWNZ1,100,100,100,100,100,117,117,117
TWN.South,TWNZ3,Transmission from:TWNZ3,To:TWNZ0,100,100,100,262,262,764,764,3387
TWN.South,TWNZ3,Transmission from:TWNZ3,To:TWNZ1,706,706,706,706,706,706,706,1688
TWN.OffRgn1,TWNZF0,Transmission from:TWNZF0,To:TWNZ2,100,103,105,161,1242,1923,1923,3533
TWN.OffRgn2,TWNZF1,Transmission from:TWNZF1,To:TWNZ0,0,0,0,3547,8507,9155,9155,19415
TWN.OffRgn3,TWNZF2,Transmission from:TWNZF2,To:TWNZ1,0,0,0,0,0,0,0,0
TWN.OffRgn4,TWNZF3,Transmission from:TWNZF3,To:TWNZ3,0,0,0,490,1862,3576,3576,13184
