Zone Code,ZoneID,Technology,Item,Installed Capacity(MW),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,COA_SUB,Gross Output,1855.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,4.03,13.40,721.51,748.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,Net Output,1855.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,3.75,12.46,671.00,695.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,2.02,6.70,15.03,15.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.05,0.00,0.00,252.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SC,Gross Output,5500.0,0.00,0.00,0.00,4027.39,4671.33,1787.71,230.51,966.00,13.40,42.26,44.55,4919.06,4924.82,3792.74,1339.27,1681.04,67.50,89.10,1387.80,4911.49,4923.99,4940.49,3461.96,3191.70,18.58,52.34,56.68,4283.68,4405.91,2079.22,0.00,915.33
TWN.Central,TWNZ0,COA_SC,Net Output,5500.0,0.00,0.00,0.00,3745.47,4344.34,1662.57,214.37,898.38,12.47,39.30,41.43,4574.73,4580.09,3527.25,1245.52,1563.37,62.77,82.86,1290.65,4567.68,4579.31,4594.65,3219.62,2968.28,17.28,48.67,52.71,3983.82,4097.50,1933.67,0.00,851.26
TWN.Central,TWNZ0,COA_SC,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,21.13,22.28,30.94,25.18,0.00,0.00,44.55,33.75,44.55,44.55,38.51,26.01,9.51,0.00,44.55,9.29,26.17,28.34,36.96,27.86,0.00,0.00,0.00
TWN.Central,TWNZ0,COA_SC,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.91,0.00,0.00,0.00,272.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.41,0.00,207.86,0.00,0.00
TWN.Central,TWNZ0,COA_SC,AS T3,,0.00,0.00,0.00,224.76,222.94,192.24,0.00,189.37,0.00,0.00,0.00,0.00,0.00,206.03,0.00,202.84,0.00,133.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.41,239.32,207.86,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,Gross Output,2406.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,Net Output,2406.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_OCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.97,0.00,0.00,0.00,234.53,206.03,0.00,199.64,241.98,258.67,0.00,261.78,0.00,0.00,0.00,214.42,0.00,244.66,0.00,0.00,0.00,0.00,187.28,0.00
TWN.Central,TWNZ0,GAS_OCGT,AS T3,,212.94,220.66,218.99,0.00,0.00,0.00,175.62,0.00,228.08,212.74,0.00,242.39,236.88,0.00,188.91,0.00,245.20,134.29,272.63,265.00,0.00,220.97,203.75,217.64,230.67,247.55,249.72,0.00,0.00,0.00,191.02,204.86
TWN.Central,TWNZ0,GAS_CCGT,Gross Output,490.0,0.00,0.00,0.00,441.00,441.00,441.00,441.00,441.00,19.84,19.84,146.29,441.00,441.00,441.00,441.00,441.00,441.00,431.08,431.08,441.00,441.00,441.00,441.00,441.00,19.84,19.84,19.84,441.00,441.00,441.00,441.00,441.00
TWN.Central,TWNZ0,GAS_CCGT,Net Output,490.0,0.00,0.00,0.00,410.13,410.13,410.13,410.13,410.13,18.46,18.46,136.05,410.13,410.13,410.13,410.13,410.13,410.13,400.90,400.90,410.13,410.13,410.13,410.13,410.13,18.46,18.46,18.46,410.13,410.13,410.13,410.13,410.13
TWN.Central,TWNZ0,GAS_CCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92,9.92,9.92,0.00,0.00,0.00,0.00,0.00,0.00,9.92,9.92,0.00,0.00,0.00,0.00,0.00,9.92,9.92,9.92,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_CCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,GAS_CCGT,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.77,243.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,OIL_ST,Gross Output,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,OIL_ST,Net Output,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,OIL_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,OIL_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,OIL_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,BIO_ST,Gross Output,87.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,BIO_ST,Net Output,87.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.Central,TWNZ0,BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,COA_SUB,Gross Output,334.2,0.00,0.00,0.00,300.78,152.46,0.00,0.00,0.00,0.00,2.58,3.61,5.41,298.07,5.21,0.00,4.02,5.41,5.41,5.41,300.78,300.78,5.41,5.41,5.41,0.00,3.39,4.43,58.43,111.65,5.41,0.00,4.85
TWN.East,TWNZ1,COA_SUB,Net Output,334.2,0.00,0.00,0.00,279.73,141.79,0.00,0.00,0.00,0.00,2.40,3.36,5.04,277.21,4.84,0.00,3.74,5.04,5.04,5.04,279.73,279.73,5.04,5.04,5.04,0.00,3.16,4.12,54.34,103.84,5.04,0.00,4.51
TWN.East,TWNZ1,COA_SUB,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,1.81,2.71,2.71,2.60,0.00,2.01,2.71,2.71,2.71,0.00,0.00,2.71,2.71,2.71,0.00,1.70,2.21,2.71,2.71,2.71,0.00,2.43
TWN.East,TWNZ1,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.12,0.00,0.00,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,39.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,0.00,0.00,8.12,0.00,0.00,0.00,0.00,0.00,0.00,8.12,0.00,5.09,4.26,0.00,0.00,8.12,0.00,0.00
TWN.East,TWNZ1,GAS_OCGT,Gross Output,433.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,6.66,8.73,31.57,45.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,GAS_OCGT,Net Output,433.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.23,0.00,0.00,0.00,0.00,6.20,8.12,29.36,42.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,3.33,4.36,15.78,13.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,GAS_OCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.93,44.36,6.34,39.57,42.52,36.91,29.26,36.32,5.21,42.85,35.76,48.44,39.55,31.99,30.76,0.14,8.33,5.82,45.28,44.84,42.94,37.28,28.43,0.00
TWN.East,TWNZ1,GAS_OCGT,AS T3,,37.63,0.00,0.00,39.77,0.00,33.93,0.00,33.42,41.04,3.33,36.96,44.14,42.52,0.00,33.83,0.00,28.55,49.10,50.14,48.44,45.81,40.11,0.00,31.38,41.44,39.67,0.00,44.84,42.94,0.00,34.26,36.74
TWN.East,TWNZ1,OIL_ST,Gross Output,51.1,0.00,0.00,0.00,45.99,45.99,45.99,0.00,0.00,0.00,3.31,3.31,44.33,44.33,3.31,2.35,3.31,3.31,3.31,3.31,45.99,45.99,44.33,3.31,3.31,0.07,3.31,3.31,44.33,44.33,10.04,0.00,3.31
TWN.East,TWNZ1,OIL_ST,Net Output,51.1,0.00,0.00,0.00,42.77,42.77,42.77,0.00,0.00,0.00,3.08,3.08,41.23,41.23,3.08,2.18,3.08,3.08,3.08,3.08,42.77,42.77,41.23,3.08,3.08,0.06,3.08,3.08,41.23,41.23,9.33,0.00,3.08
TWN.East,TWNZ1,OIL_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,1.66,1.66,1.66,1.66,1.17,1.66,1.66,1.66,1.66,0.00,0.00,1.66,1.66,1.66,0.03,1.66,1.66,1.66,1.66,1.66,0.00,1.66
TWN.East,TWNZ1,OIL_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.11,0.00,33.11,0.00,0.00,0.00,0.00,0.00,33.11,0.00,0.00,0.00,0.00,0.00,0.00,33.11,33.11,33.11,0.00,0.00,0.00,0.00,0.00,30.91
TWN.East,TWNZ1,OIL_ST,AS T3,,0.00,39.05,38.77,0.00,0.00,0.00,30.96,0.00,0.00,41.02,7.91,0.00,0.00,29.10,0.00,36.32,7.91,0.00,0.00,0.00,0.00,0.00,37.02,0.00,0.00,0.00,41.02,0.00,0.00,29.15,0.00,0.00
TWN.East,TWNZ1,BIO_ST,Gross Output,15.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,BIO_ST,Net Output,15.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.East,TWNZ1,BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.North,TWNZ2,COA_SUB,Gross Output,4061.5,0.00,0.00,0.00,1779.41,1724.25,65.80,0.00,0.00,0.00,0.00,0.00,3396.13,3622.45,642.71,65.80,208.69,1341.64,2144.65,3622.45,3622.45,3622.45,1768.16,364.36,1165.65,0.00,0.00,0.00,3151.15,2835.78,90.59,0.00,65.80
TWN.North,TWNZ2,COA_SUB,Net Output,4061.5,0.00,0.00,0.00,1654.85,1603.55,61.19,0.00,0.00,0.00,0.00,0.00,3158.40,3368.88,597.72,61.19,194.08,1247.73,1994.52,3368.88,3368.88,3368.88,1644.39,338.85,1084.06,0.00,0.00,0.00,2930.57,2637.27,84.25,0.00,61.19
TWN.North,TWNZ2,COA_SUB,AS T1,,0.00,0.00,0.00,32.90,32.90,32.90,0.00,0.00,0.00,0.00,0.00,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,32.90,0.00,0.00,0.00,32.90,32.90,32.90,0.00,32.90
TWN.North,TWNZ2,COA_SUB,AS T2,,0.00,0.00,0.00,501.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.10,475.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.69
TWN.North,TWNZ2,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,98.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.69,384.47,0.00,0.00,0.00,0.00,0.00,482.97,250.72,0.00,0.00,0.00,0.00,471.30,526.53,0.00,0.00,0.00
TWN.North,TWNZ2,GAS_OCGT,Gross Output,5268.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.51,0.00,36.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.North,TWNZ2,GAS_OCGT,Net Output,5268.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.57,0.00,33.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.North,TWNZ2,GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.76,0.00,18.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.North,TWNZ2,GAS_OCGT,AS T2,,475.79,0.00,453.90,0.00,497.85,329.39,0.00,423.59,500.88,420.81,418.45,298.69,521.94,297.39,417.09,447.87,534.26,576.11,582.86,572.20,551.83,482.97,0.00,0.00,505.39,529.78,428.52,535.82,526.53,458.08,421.14,249.68
TWN.North,TWNZ2,GAS_OCGT,AS T3,,0.00,492.87,0.00,501.92,497.85,331.24,393.20,423.59,500.88,521.35,519.00,525.01,521.94,454.61,318.40,63.39,534.26,576.11,582.86,572.20,551.83,0.00,194.39,475.82,505.39,529.78,529.06,64.53,0.00,458.08,241.08,451.75
TWN.North,TWNZ2,GAS_CCGT,Gross Output,4680.0,3369.35,1486.92,3592.77,4117.23,4117.23,4117.23,3049.45,4096.24,3777.63,2540.26,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,4117.23,3095.41,2702.34,4117.23,4117.23,4117.23,4117.23,3937.17,4117.23
TWN.North,TWNZ2,GAS_CCGT,Net Output,4680.0,3133.50,1382.84,3341.27,3829.02,3829.02,3829.02,2835.99,3809.50,3513.19,2362.44,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,3829.02,2878.73,2513.18,3829.02,3829.02,3829.02,3829.02,3661.57,3829.02
TWN.North,TWNZ2,GAS_CCGT,AS T1,,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77
TWN.North,TWNZ2,GAS_CCGT,AS T2,,0.00,492.87,35.28,0.00,0.00,0.00,292.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWN.North,TWNZ2,GAS_CCGT,AS T3,,475.79,0.00,489.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.06,0.00
