Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),65853.94834818867,1916.443,1985.964,1970.947,2022.829,2006.462,1730.175,1580.609,1704.300,2098.336,2231.078,2241.616,2230.027,2179.257,1895.519,1737.988,1866.112,2255.873,2465.072,2508.155,2437.992,2322.979,2032.910,1874.457,2002.310,2099.079,2252.661,2272.433,2260.548,2177.791,1891.485,1738.282,1864.261
TWN.Central,TWNZ0,Residual Demand(GWh),0,1311.573,1085.730,1357.088,1865.175,1905.948,1648.446,1499.738,1587.801,1441.516,1327.317,1605.699,2083.335,2130.662,1854.350,1695.038,1728.956,1672.599,1710.795,2002.928,2313.298,2273.214,1980.310,1822.320,1852.112,1502.709,1381.323,1673.661,2112.162,2087.577,1814.393,1662.422,1733.642
TWN.Central,TWNZ0,Zone Supply(GWh),65945.53993396627,1659.615,1446.293,1989.175,1850.469,1832.242,1661.193,1550.349,1620.375,1752.515,1959.340,2383.697,2254.327,2123.317,2101.718,2007.766,2133.837,2575.953,2457.959,2651.988,2232.995,2132.437,2133.001,2021.526,2151.190,2017.259,1974.562,2672.236,2232.940,2154.804,2076.941,2030.027,2103.496
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,124.08339501942018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.703,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,2441.0324659918383,0.000,0.000,0.000,243.395,243.395,243.395,30.260,173.842,0.000,0.000,0.000,181.539,248.804,0.000,0.000,0.000,0.000,0.000,0.000,204.997,248.804,130.401,0.000,0.000,0.000,0.000,0.000,246.100,246.100,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,7418.787847722004,810.637,813.827,590.792,0.000,0.000,0.000,0.000,0.000,831.912,831.912,519.179,0.000,0.000,0.000,0.000,43.194,339.979,629.668,189.610,0.000,0.000,0.000,0.000,0.000,697.607,822.869,297.602,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ3,1384.1957340882734,0.000,0.000,0.000,0.000,0.000,114.432,0.000,13.257,0.000,0.000,0.000,151.151,151.151,151.151,0.000,0.000,0.000,0.000,0.000,0.000,47.580,151.151,96.694,46.333,0.000,0.000,0.000,149.508,149.508,149.508,0.000,12.770
TWN.Central,TWNZ0,Export to: TWNZ2,7757.24174725706,553.809,274.155,609.021,0.000,0.000,0.000,0.000,0.000,486.091,622.554,622.554,0.000,0.000,0.000,247.261,310.919,622.554,622.554,333.443,0.000,0.000,0.000,0.000,102.546,615.787,606.473,615.787,0.000,0.000,0.000,285.266,226.464
TWN.Central,TWNZ0,Export to: TWNZ1,934.0578131655037,0.000,0.000,0.000,71.035,69.175,59.981,0.000,76.660,0.000,0.000,38.706,54.688,41.713,55.048,22.517,0.000,37.504,0.000,0.000,0.000,10.682,79.341,50.376,0.000,0.000,0.000,81.617,68.984,73.605,35.947,6.479,0.000
TWN.East,TWNZ1,Demand(GWh),11861.061759510174,338.691,351.447,348.887,357.954,354.861,305.398,278.603,300.755,377.607,408.071,412.822,406.100,391.140,339.607,311.204,334.162,410.119,451.758,461.256,445.622,421.410,369.034,340.552,363.451,377.127,407.343,412.035,408.025,390.766,339.204,311.748,334.301
TWN.East,TWNZ1,Residual Demand(GWh),0,285.873,302.149,306.954,317.009,307.102,254.282,229.696,251.692,341.363,369.452,376.378,375.490,361.295,308.263,280.359,302.705,368.362,405.218,417.158,408.573,387.783,336.404,307.009,328.265,330.992,360.775,370.147,369.831,349.877,296.743,270.158,293.186
TWN.East,TWNZ1,Zone Supply(GWh),14235.530947523333,468.023,641.702,445.110,260.805,259.559,219.227,167.215,198.021,728.396,885.795,684.551,352.194,350.119,285.343,283.755,353.892,683.043,803.216,635.720,445.622,383.606,290.645,290.524,367.179,672.371,844.570,637.780,339.917,318.069,303.905,299.301,336.355
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ0,927.5956275908995,0.000,0.000,0.000,70.544,68.697,59.566,0.000,76.129,0.000,0.000,38.438,54.309,41.424,54.668,22.362,0.000,37.245,0.000,0.000,0.000,10.608,78.792,50.027,0.000,0.000,0.000,81.052,68.507,73.096,35.699,6.434,0.000
TWN.East,TWNZ1,Import from: TWNZ2,347.05214920399936,0.000,0.000,0.000,26.605,26.605,26.605,23.945,26.605,0.000,0.000,0.000,27.197,27.197,27.197,0.000,0.000,0.000,0.000,0.000,0.000,27.197,27.197,0.000,0.000,0.000,0.000,0.000,26.901,26.901,26.901,0.000,0.000
TWN.East,TWNZ1,Import from: TWNZ3,1502.769252930094,0.000,188.747,77.950,0.000,0.000,0.000,87.443,0.000,141.165,88.200,192.941,0.000,0.000,0.000,5.088,0.000,192.941,151.652,0.000,0.000,0.000,0.000,0.000,0.000,57.237,122.546,190.844,0.000,0.000,0.000,6.013,0.000
TWN.East,TWNZ1,Import from: TWNZF2,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ3,198.0807658129642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.600,27.600,27.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.600,0.000,3.728,0.000,0.000,0.000,27.300,27.300,27.300,0.000,2.053
TWN.East,TWNZ1,Export to: TWNZ0,124.94783411496111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.133,0.000,0.000,0.000,0.000,0.000,0.000
TWN.East,TWNZ1,Export to: TWNZ2,4828.857617810219,129.332,479.002,174.173,0.000,0.000,0.000,0.000,0.000,491.954,503.110,503.110,0.000,0.000,0.000,0.000,19.730,503.110,503.110,174.464,0.000,0.000,0.000,0.000,0.000,352.481,497.641,497.641,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Demand(GWh),144138.81544941617,4282.130,4435.816,4402.627,4517.321,4480.613,3869.431,3538.783,3812.322,4608.121,4796.455,4774.798,4830.095,4801.890,4182.409,3837.269,4120.392,4915.178,5300.191,5362.348,5264.228,5076.817,4443.354,4094.960,4377.578,4599.066,4820.953,4814.478,4876.005,4791.405,4168.537,3832.332,4110.914
TWN.North,TWNZ2,Residual Demand(GWh),0,4078.395,4186.732,4168.479,4330.964,4310.061,3716.346,3394.206,3663.311,4467.856,4603.351,4611.697,4735.093,4728.963,4119.225,3774.928,4046.499,4781.935,5130.436,5223.914,5192.543,5019.182,4383.879,4034.448,4306.169,4397.110,4570.651,4589.874,4712.991,4646.929,4036.574,3702.706,3973.672
TWN.North,TWNZ2,Zone Supply(GWh),134525.61846332648,3606.788,3692.585,3628.478,4790.341,4753.633,4142.451,3593.670,4015.038,3642.452,3684.787,3663.130,5041.191,5080.977,4210.009,3592.646,3793.348,3803.510,4188.523,4860.548,5471.435,5355.904,4602.762,4094.960,4276.125,3642.520,3730.584,3714.893,5152.059,5067.459,4195.837,3550.109,3886.866
TWN.North,TWNZ2,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZ0,7674.479735055574,547.901,271.230,602.523,0.000,0.000,0.000,0.000,0.000,480.905,615.912,615.912,0.000,0.000,0.000,244.623,307.602,615.912,615.912,329.886,0.000,0.000,0.000,0.000,101.452,609.218,600.002,609.218,0.000,0.000,0.000,282.223,224.048
TWN.North,TWNZ2,Import from: TWNZ1,4758.2742060106875,127.442,472.000,171.627,0.000,0.000,0.000,0.000,0.000,484.764,495.756,495.756,0.000,0.000,0.000,0.000,19.442,495.756,495.756,171.913,0.000,0.000,0.000,0.000,0.000,347.329,490.367,490.367,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Import from: TWNZF0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.North,TWNZ2,Export to: TWNZ0,2467.356694566165,0.000,0.000,0.000,246.020,246.020,246.020,30.586,175.716,0.000,0.000,0.000,183.496,251.487,0.000,0.000,0.000,0.000,0.000,0.000,207.208,251.487,131.807,0.000,0.000,0.000,0.000,0.000,248.754,248.754,0.000,0.000,0.000
TWN.North,TWNZ2,Export to: TWNZ1,352.20026041041854,0.000,0.000,0.000,27.000,27.000,27.000,24.300,27.000,0.000,0.000,0.000,27.600,27.600,27.600,0.000,0.000,0.000,0.000,0.000,0.000,27.600,27.600,0.000,0.000,0.000,0.000,0.000,27.300,27.300,27.300,0.000,0.000
TWN.South,TWNZ3,Demand(GWh),89541.81671865002,2657.327,2757.996,2740.284,2806.139,2781.948,2407.840,2204.544,2372.516,2866.756,3087.278,3118.723,3070.852,2969.522,2581.496,2367.073,2540.939,2997.947,3246.630,3290.011,3220.771,3095.145,2704.814,2490.531,2664.138,2850.020,3067.873,3098.761,3075.320,2955.950,2566.386,2357.551,2528.736
TWN.South,TWNZ3,Residual Demand(GWh),0,1637.087,1200.679,1771.514,2679.543,2711.650,2335.254,2132.404,2247.249,1639.093,1370.166,1896.715,2849.634,2924.823,2534.984,2321.318,2319.635,1985.571,1886.508,2353.768,3021.381,3051.307,2661.598,2446.652,2446.799,1792.447,1469.403,2050.261,2928.364,2897.641,2506.141,2297.053,2370.478
TWN.South,TWNZ3,Zone Supply(GWh),97006.77711039569,3477.914,3772.540,3417.097,2806.139,2781.948,2294.795,2292.905,2359.420,3851.527,4018.528,3839.241,2894.220,2792.890,2404.864,2372.214,2584.663,3537.066,4037.271,3481.949,3220.771,3048.141,2528.182,2395.010,2614.678,3614.029,4024.675,3592.863,2900.608,2781.238,2391.675,2363.627,2514.088
TWN.South,TWNZ3,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.South,TWNZ3,Import from: TWNZ0,1367.4109766167187,0.000,0.000,0.000,0.000,0.000,113.045,0.000,13.096,0.000,0.000,0.000,149.318,149.318,149.318,0.000,0.000,0.000,0.000,0.000,0.000,47.003,149.318,95.521,45.771,0.000,0.000,0.000,147.695,147.695,147.695,0.000,12.616
TWN.South,TWNZ3,Import from: TWNZ1,196.0233008984649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.313,27.313,27.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.313,0.000,3.689,0.000,0.000,0.000,27.016,27.016,27.016,0.000,2.032
TWN.South,TWNZ3,Import from: TWNZF3,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.South,TWNZ3,Export to: TWNZ0,7509.852316916939,820.587,823.816,598.044,0.000,0.000,0.000,0.000,0.000,842.123,842.123,525.552,0.000,0.000,0.000,0.000,43.724,344.152,637.397,191.938,0.000,0.000,0.000,0.000,0.000,706.171,832.970,301.255,0.000,0.000,0.000,0.000,0.000
TWN.South,TWNZ3,Export to: TWNZ1,1518.54235234389,0.000,190.728,78.768,0.000,0.000,0.000,88.361,0.000,142.647,89.126,194.966,0.000,0.000,0.000,5.142,0.000,194.966,153.244,0.000,0.000,0.000,0.000,0.000,0.000,57.838,123.832,192.847,0.000,0.000,0.000,6.076,0.000
TWN.OffRgn1,TWNZF0,Zone Supply(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
