Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),94480.36019864201,2748.849,2848.567,2827.027,2901.443,2878.090,2481.859,2267.327,2444.743,3009.821,3200.446,3215.658,3198.869,3127.010,2720.586,2494.625,2678.400,3235.877,3536.456,3598.471,3497.455,3332.858,2917.154,2689.865,2873.251,3010.914,3231.514,3260.007,3242.731,3124.912,2714.796,2495.042,2675.741
TWN.Central,TWNZ0,Residual Demand(GWh),0,2455.250,2408.476,2497.708,2752.605,2769.642,2394.079,2180.499,2341.556,2715.481,2768.119,2904.817,3097.652,3074.601,2676.584,2448.565,2597.960,2967.238,3170.473,3339.725,3411.990,3279.202,2860.501,2633.883,2783.460,2717.409,2797.567,2938.967,3112.806,3029.207,2632.856,2414.500,2573.746
TWN.Central,TWNZ0,Zone Supply(GWh),88877.60065918225,2948.472,3132.615,2954.393,2325.578,2256.591,2235.922,2234.970,2280.511,3330.961,3684.563,3294.064,2650.802,2491.478,2494.410,2499.385,2623.301,3222.375,3466.923,3151.349,2628.732,2529.313,2501.578,2507.247,2676.858,3209.819,3597.221,3203.569,2620.037,2534.688,2505.050,2507.200,2577.626
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,91.61829370041862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.381,0.000,0.000,0.000,0.000,29.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,458.46635059000494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,245.300,213.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,2667.8163228819376,0.000,0.000,0.000,69.920,127.035,0.000,0.000,0.000,0.000,0.000,0.000,305.233,414.317,18.842,0.000,0.000,0.000,0.000,215.702,456.993,418.763,227.862,7.444,8.279,0.000,0.000,0.000,210.218,187.208,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,10094.39738630782,460.398,472.838,495.927,505.946,494.465,473.353,467.363,462.360,217.267,226.338,243.342,242.834,221.215,207.333,222.859,226.893,151.460,162.187,169.039,166.431,171.615,187.715,175.173,158.876,374.599,385.099,402.881,412.476,403.016,382.434,375.986,374.679
TWN.Central,TWNZ0,Export to: TWNZ3,436.057971073414,51.000,147.865,14.273,0.000,0.000,0.000,0.000,0.000,0.000,87.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.019,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,7057.5716557610385,609.021,609.021,609.021,0.000,0.000,146.696,377.227,229.437,538.408,622.554,321.749,0.000,0.000,0.000,227.619,171.794,137.958,92.655,0.000,0.000,0.000,0.000,0.000,0.000,573.505,615.787,346.444,0.000,0.000,163.969,388.144,276.564
TWN.Central,TWNZ0,Export to: TWNZ1,215.90918718601455,0.000,0.000,0.000,0.000,0.000,80.720,57.779,68.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.719,0.000,0.000
TWN.East,TWNZ1,Demand(GWh),17017.007801794938,485.802,504.100,500.428,513.432,509.060,438.145,399.710,431.485,541.641,585.403,592.245,582.555,561.226,487.397,446.657,479.587,588.289,648.122,661.791,639.286,604.567,529.481,488.625,521.471,540.953,584.359,591.118,585.317,560.695,486.826,447.442,479.791
TWN.East,TWNZ1,Residual Demand(GWh),0,101.370,-83.238,134.789,448.230,452.912,378.775,343.432,354.308,20.343,-116.242,122.634,488.304,527.617,452.539,412.551,369.132,120.892,43.750,252.369,537.208,566.651,492.882,450.876,401.189,85.286,-68.216,174.348,510.826,512.876,437.704,399.744,391.782
TWN.East,TWNZ1,Zone Supply(GWh),18066.422034239095,522.889,723.851,500.428,349.229,342.568,346.457,342.331,363.270,799.413,982.756,751.159,529.853,462.021,463.974,446.657,479.587,750.624,889.553,724.606,541.565,477.271,477.658,478.851,550.913,735.402,934.496,698.270,508.580,486.792,478.167,447.442,479.791
TWN.East,TWNZ1,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
