Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),65853.94834818867,1916.443,1985.964,1970.947,2022.829,2006.462,1730.175,1580.609,1704.300,2098.336,2231.078,2241.616,2230.027,2179.257,1895.519,1737.988,1866.112,2255.873,2465.072,2508.155,2437.992,2322.979,2032.910,1874.457,2002.310,2099.079,2252.661,2272.433,2260.548,2177.791,1891.485,1738.282,1864.261
TWN.Central,TWNZ0,Residual Demand(GWh),0,1097.628,742.999,1133.571,1811.676,1875.330,1625.990,1476.532,1552.495,1201.806,970.986,1367.968,2035.524,2117.974,1844.933,1684.791,1686.844,1460.155,1413.799,1808.402,2271.160,2259.914,1965.801,1808.068,1804.670,1287.247,1042.836,1449.184,2063.671,2061.359,1793.588,1641.736,1694.246
TWN.Central,TWNZ0,Zone Supply(GWh),57437.95601379152,1203.559,1627.709,1222.119,1949.577,1869.557,1228.461,840.344,1074.694,1769.355,2081.713,1760.586,2439.775,2307.972,1934.476,1335.925,1537.644,1796.259,2054.294,1981.073,2546.433,2392.690,2247.536,1858.254,1906.080,1674.670,2025.231,1768.944,2411.534,2338.236,1689.572,1097.354,1466.331
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,4654.652467913692,159.420,351.715,198.311,0.000,0.000,0.000,0.000,0.000,393.654,467.779,501.426,0.000,0.044,0.000,6.960,61.072,504.915,508.227,272.801,0.000,0.000,0.000,0.000,12.118,331.067,415.541,397.932,0.000,0.000,0.000,48.419,23.251
TWN.Central,TWNZ0,Import from: TWNZ2,1215.6806711745442,0.000,0.000,0.000,0.000,107.837,155.373,178.428,178.428,0.000,0.000,0.000,60.569,182.393,0.000,172.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,180.410,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,1225.4008562192942,100.614,100.614,100.614,0.000,0.000,0.000,94.474,0.000,102.850,34.757,102.850,0.000,0.000,0.000,0.000,40.503,102.850,102.850,102.850,0.000,0.000,0.000,0.000,0.000,101.732,0.000,101.732,0.000,0.000,0.000,36.113,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,10094.39738630782,460.398,472.838,495.927,505.946,494.465,473.353,467.363,462.360,217.267,226.338,243.342,242.834,221.215,207.333,222.859,226.893,151.460,162.187,169.039,166.431,171.615,187.715,175.173,158.876,374.599,385.099,402.881,412.476,403.016,382.434,375.986,374.679
TWN.Central,TWNZ0,Export to: TWNZ3,4227.904032123167,0.000,0.000,0.000,396.217,428.919,90.534,0.000,0.000,0.000,0.000,0.000,513.151,532.366,227.222,0.000,0.000,0.000,0.000,0.000,85.218,136.691,365.053,144.088,74.764,0.000,0.000,0.000,526.580,526.580,180.521,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,4280.6192686922595,7.548,566.912,46.024,0.000,0.000,0.000,0.000,0.000,384.790,579.510,366.588,0.000,0.000,0.000,0.000,0.000,299.611,362.486,17.607,189.653,104.634,0.000,0.000,0.000,382.989,573.211,399.056,0.000,0.000,0.000,0.000,0.000
