Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),79819.20138460601,2322.556,2406.809,2388.610,2451.486,2431.695,2096.881,1915.620,2065.522,2543.037,2704.042,2716.870,2702.727,2641.542,2297.892,2106.975,2262.249,2734.013,2987.846,3040.188,2954.934,2815.642,2464.252,2272.214,2427.161,2543.954,2730.264,2754.304,2739.766,2639.777,2293.015,2107.343,2260.018
TWN.Central,TWNZ0,Residual Demand(GWh),0,1538.053,1212.751,1598.078,2274.939,2323.246,2009.101,1828.791,1933.922,1672.799,1484.199,1877.218,2524.356,2589.134,2253.890,2060.915,2092.954,1963.172,1970.816,2367.236,2799.625,2761.986,2407.599,2216.233,2241.411,1765.023,1568.146,1975.076,2571.312,2544.071,2211.075,2026.801,2108.027
TWN.Central,TWNZ0,Zone Supply(GWh),44039.102630848516,988.503,1408.895,994.425,967.119,970.317,311.149,275.002,342.106,1770.617,1941.572,2028.715,1670.859,1539.891,1461.239,1232.735,1355.646,2129.377,2384.084,2034.922,1675.649,1571.154,1549.651,1513.065,1682.410,1478.895,1878.273,1516.191,1501.399,1434.432,867.359,741.946,821.506
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,3002.574148641392,0.000,160.336,0.000,0.000,0.000,0.000,0.000,0.000,214.889,352.653,209.045,20.879,0.000,6.463,0.000,49.774,508.227,508.227,311.055,12.052,0.000,11.432,20.718,80.862,153.826,307.541,74.593,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,1639.6653719001342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.219,207.785,0.000,0.000,0.000,0.000,0.000,0.000,606.096,606.096,177.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,413.9349791497564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102.850,102.850,102.850,10.945,0.000,0.000,52.766,41.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,39952.27594683903,1805.093,1868.207,1970.625,2016.608,1966.788,1874.460,1838.201,1812.144,847.849,881.002,959.983,968.770,893.866,830.190,874.240,886.108,600.504,646.817,673.718,650.191,659.179,725.701,685.664,622.214,1487.249,1532.054,1613.032,1656.185,1606.997,1516.633,1495.898,1486.106
TWN.Central,TWNZ0,Export to: TWNZ3,1975.168067432935,193.136,49.759,373.441,30.894,79.117,0.000,108.856,0.000,0.000,5.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,367.819,0.000,0.000,332.421,263.549,0.000,122.789,47.593
TWN.Central,TWNZ0,Export to: TWNZ2,6738.805579760473,277.904,980.870,203.000,412.619,337.565,0.000,0.000,0.000,290.319,465.393,480.873,0.000,0.000,0.000,0.000,29.279,606.944,654.131,82.357,0.000,0.000,0.000,0.000,0.000,208.198,987.604,449.512,83.395,138.055,50.786,0.000,0.000
