Zone Code,ZoneID,Technology,Item,Installed Capacity(MW),M12*1*2H0--3,M12*1*2H3--6,M12*1*2H6--9,M12*1*2H9--12,M12*1*2H12--15,M12*1*2H15--18,M12*1*2H18--21,M12*1*2H21--0,M3*4*5H0--3,M3*4*5H3--6,M3*4*5H6--9,M3*4*5H9--12,M3*4*5H12--15,M3*4*5H15--18,M3*4*5H18--21,M3*4*5H21--0,M6*7*8H0--3,M6*7*8H3--6,M6*7*8H6--9,M6*7*8H9--12,M6*7*8H12--15,M6*7*8H15--18,M6*7*8H18--21,M6*7*8H21--0,M9*10*11H0--3,M9*10*11H3--6,M9*10*11H6--9,M9*10*11H9--12,M9*10*11H12--15,M9*10*11H15--18,M9*10*11H18--21,M9*10*11H21--0
CRI.All,CRIZ0,OIL_ST,Net Output,683.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.45,18.49,0.00,0.00,0.00,0.00,34.58,69.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,OIL_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,OIL_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.31,27.38,0.00,0.00,0.00,0.00,0.00,25.10,3.70,0.00,24.25,21.73,25.62,27.43,0.00,27.55
CRI.All,CRIZ0,OIL_ST,AS T3,,28.47,27.30,24.18,23.63,0.70,2.51,2.72,27.48,28.75,27.41,0.00,0.00,25.66,2.79,28.10,28.03,28.55,2.54,0.00,23.71,25.63,2.60,27.64,2.72,28.54,27.36,24.25,0.00,0.78,2.59,27.63,2.71
CRI.All,CRIZ0,BIO_ST,Gross Output,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,BIO_ST,Net Output,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,COA_SUB,Gross Output,18.7,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,COA_SUB,Net Output,18.7,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,COA_SUB,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,OIL_ST,Gross Output,103.6,93.12,93.24,21.99,11.07,66.60,93.24,93.23,93.24,92.08,92.77,93.24,93.24,93.24,92.57,92.27,92.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,OIL_ST,Net Output,103.6,86.60,86.71,20.45,10.30,61.94,86.71,86.70,86.71,85.63,86.28,86.71,86.71,86.71,86.09,85.81,85.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,OIL_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.47,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,OIL_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,2.78,2.68,0.00,3.32,0.00,0.00,3.48,3.28,2.77,0.00,3.00,0.00,0.00,2.94
NIC.Central,NICZ1,OIL_ST,AS T3,,0.12,0.00,2.77,2.67,3.00,0.00,0.01,0.00,0.15,0.00,0.00,0.00,0.00,0.67,0.97,0.07,0.08,3.28,2.78,2.68,3.01,3.32,3.00,3.36,0.12,3.28,2.77,2.68,3.00,1.06,0.00,0.00
NIC.East,NICZ2,COA_SUB,Gross Output,8.9,7.91,8.01,3.06,0.67,8.01,7.99,7.94,7.95,7.89,8.01,8.01,8.01,8.01,7.97,7.91,7.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,COA_SUB,Net Output,8.9,7.35,7.45,2.85,0.62,7.45,7.43,7.39,7.39,7.34,7.45,7.45,7.45,7.45,7.41,7.36,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,COA_SUB,AS T1,,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,COA_SUB,AS T2,,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,COA_SUB,AS T3,,0.10,0.00,1.31,1.27,0.00,0.02,0.07,0.06,0.12,0.00,0.00,0.00,0.00,0.04,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,OIL_ST,Gross Output,49.5,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,44.55,0.00,0.00,0.00,34.71,0.05,0.00,41.28,0.00,0.00,41.43,34.80,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,OIL_ST,Net Output,49.5,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,41.43,0.00,0.00,0.00,32.28,0.05,0.00,38.39,0.00,0.00,38.53,32.36,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,OIL_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,OIL_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,1.59,1.64,0.00,0.11,1.56,1.32,0.81,0.00,1.59,0.00,0.00
NIC.East,NICZ2,OIL_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.56,1.32,1.27,1.43,1.59,1.64,1.63,1.67,1.56,0.00,0.00,1.43,1.59,1.63,0.06
NIC.West,NICZ3,COA_SUB,Gross Output,28.9,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,0.38,0.00,0.00,0.00,0.00,0.00,0.33,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,COA_SUB,Net Output,28.9,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,24.19,0.35,0.00,0.00,0.00,0.00,0.00,0.30,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,COA_SUB,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.16,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,COA_SUB,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,COA_SUB,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,GAS_OCGT,Gross Output,65.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.44,33.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,GAS_OCGT,Net Output,65.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.19,30.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,GAS_OCGT,AS T2,,0.00,4.60,3.82,0.00,4.17,0.00,4.26,0.00,5.38,5.00,4.22,0.00,0.00,0.00,5.33,5.32,5.74,5.33,0.00,0.00,5.01,0.00,5.71,0.00,0.00,0.00,0.00,0.00,4.62,0.00,0.00,0.00
NIC.West,NICZ3,GAS_OCGT,AS T3,,0.00,4.60,0.00,3.68,4.17,4.72,4.90,0.00,5.38,5.00,0.00,0.00,0.00,0.00,5.33,5.32,5.74,0.00,4.66,4.51,0.00,5.55,5.71,5.70,5.41,5.04,4.27,4.13,4.62,0.00,0.00,5.28
NIC.West,NICZ3,OIL_ST,Gross Output,370.3,223.39,104.39,0.00,0.00,0.00,27.68,98.51,135.53,333.27,333.27,119.07,52.87,146.49,301.35,333.27,333.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,OIL_ST,Net Output,370.3,207.76,97.09,0.00,0.00,0.00,25.74,91.61,126.04,309.94,309.94,110.73,49.17,136.24,280.25,309.94,309.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,OIL_ST,AS T1,,4.98,4.60,0.00,0.00,0.00,0.00,0.00,4.89,0.00,0.00,0.00,4.07,4.57,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,OIL_ST,AS T2,,0.00,0.00,0.00,3.68,0.00,4.72,0.00,4.89,0.00,0.00,0.00,4.07,4.57,5.13,0.00,0.00,0.00,0.00,3.77,3.48,0.00,5.55,0.00,5.70,5.41,5.04,4.27,4.13,0.00,4.75,5.29,5.28
NIC.West,NICZ3,OIL_ST,AS T3,,4.98,0.00,3.82,0.00,0.00,0.00,0.00,4.89,0.00,0.00,4.22,4.07,4.57,5.13,0.00,0.00,0.00,5.44,0.00,0.00,5.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.15,5.29,0.00
NIC.West,NICZ3,BIO_ST,Gross Output,134.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,BIO_ST,Net Output,134.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New GAS_CCGT,Gross Output,362.7,326.41,326.41,250.69,208.60,275.12,326.41,326.41,326.41,326.41,326.41,326.41,326.41,326.41,326.41,326.41,326.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New GAS_CCGT,Net Output, ,303.56,303.56,233.14,194.00,255.86,303.56,303.56,303.56,303.56,303.56,303.56,303.56,303.56,303.56,303.56,303.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New GAS_CCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New GAS_CCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New GAS_CCGT,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New BIO_ST,Gross Output,55.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New BIO_ST,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New GAS_OCGT,Gross Output,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New GAS_OCGT,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New GAS_OCGT,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.46,0.00,0.00,0.37,1.06,1.26,0.37,0.00,3.28,0.00,0.00,0.00,0.00,3.37,3.36,0.00,0.00,0.00,2.68,0.00,1.49,0.39,0.40
NIC.Central,NICZ1,New GAS_OCGT,AS T3,,3.37,3.27,0.00,0.00,0.00,3.32,3.37,3.37,3.37,3.29,2.78,2.68,3.01,2.68,2.49,3.37,3.37,0.00,0.00,0.00,0.00,0.00,0.37,0.00,3.37,0.00,0.00,0.00,0.00,2.25,3.36,3.34
NIC.Central,NICZ1,New BIO_ST,Gross Output,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New BIO_ST,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,New BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New GAS_OCGT,Gross Output,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New GAS_OCGT,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New GAS_OCGT,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New GAS_OCGT,AS T2,,0.00,0.18,1.31,0.00,0.31,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.56,1.32,1.27,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.46,0.00,0.00,1.56,0.00
