Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),87098.64541858072,2534.219,2626.150,2606.292,2674.899,2653.335,2288.024,2090.243,2253.806,2774.807,2950.525,2964.540,2949.078,2882.566,2507.736,2299.419,2468.844,2983.203,3260.262,3317.413,3224.322,3072.449,2689.124,2479.582,2648.649,2775.812,2979.157,3005.412,2989.507,2880.639,2502.411,2299.816,2466.406
TWN.Central,TWNZ0,Residual Demand(GWh),0,1784.756,1463.166,1877.164,2578.954,2609.756,2252.607,2054.077,2175.591,1909.182,1738.032,2149.118,2806.179,2856.631,2485.071,2275.924,2319.789,2224.306,2254.475,2666.946,3094.378,3045.901,2661.366,2452.082,2486.744,2029.740,1846.575,2276.758,2886.721,2841.317,2468.502,2266.026,2361.041
TWN.Central,TWNZ0,Zone Supply(GWh),90655.4730296163,2985.836,3383.036,2991.758,2362.943,2293.955,2273.287,2272.335,2317.876,3395.560,3724.231,3359.112,2682.789,2556.340,2558.391,2566.261,2687.189,3288.035,3533.239,3179.442,2654.387,2555.961,2566.550,2571.724,2694.291,3273.947,3661.830,3268.240,2642.798,2571.756,2568.543,2572.798,2641.034
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,62.380723179162054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,499.62885548793196,0.000,0.000,0.000,0.000,53.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.627,0.000,0.000,0.000,0.000,0.000,0.000,174.359,248.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,2719.137727817928,0.000,0.000,0.000,311.956,305.541,14.737,0.000,0.000,0.000,0.000,0.000,266.288,303.600,0.000,0.000,0.000,0.000,0.000,75.590,395.576,267.684,122.574,0.000,0.000,0.000,0.000,0.000,346.709,308.883,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ3,365.90196557580117,0.000,147.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.886,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,6322.70330019197,451.618,609.021,385.466,0.000,0.000,0.000,126.436,0.000,620.753,622.554,394.572,0.000,0.000,34.824,266.842,218.345,304.831,272.977,0.000,0.000,0.000,0.000,79.071,45.642,498.135,615.787,262.828,0.000,0.000,65.390,272.982,174.628
