Zone code,Zone ID,Flow,Annual Total(GWh),M[12][1][2]H[0][1][2],M[12][1][2]H[3][4][5],M[12][1][2]H[6][7][8],M[12][1][2]H[9][10][11],M[12][1][2]H[12][13][14],M[12][1][2]H[15][16][17],M[12][1][2]H[18][19][20],M[12][1][2]H[21][22][23],M[3][4][5]H[0][1][2],M[3][4][5]H[3][4][5],M[3][4][5]H[6][7][8],M[3][4][5]H[9][10][11],M[3][4][5]H[12][13][14],M[3][4][5]H[15][16][17],M[3][4][5]H[18][19][20],M[3][4][5]H[21][22][23],M[6][7][8]H[0][1][2],M[6][7][8]H[3][4][5],M[6][7][8]H[6][7][8],M[6][7][8]H[9][10][11],M[6][7][8]H[12][13][14],M[6][7][8]H[15][16][17],M[6][7][8]H[18][19][20],M[6][7][8]H[21][22][23],M[9][10][11]H[0][1][2],M[9][10][11]H[3][4][5],M[9][10][11]H[6][7][8],M[9][10][11]H[9][10][11],M[9][10][11]H[12][13][14],M[9][10][11]H[15][16][17],M[9][10][11]H[18][19][20],M[9][10][11]H[21][22][23]
TWN.Central,TWNZ0,Demand(GWh),57795.7074790774,1682.138,1743.160,1729.979,1775.518,1761.132,1518.614,1387.334,1495.903,1841.749,1958.124,1967.314,1957.244,1912.560,1663.406,1525.139,1637.598,1979.969,2163.279,2200.961,2139.606,2038.713,1784.035,1644.961,1757.183,1842.385,1977.001,1994.275,1983.982,1911.257,1659.850,1525.381,1635.958
TWN.Central,TWNZ0,Residual Demand(GWh),0,1384.303,1326.637,1405.884,1634.504,1660.618,1436.885,1306.463,1396.421,1540.832,1558.091,1658.490,1855.516,1863.965,1622.237,1482.189,1552.131,1708.246,1825.697,1955.543,2057.528,1988.949,1731.435,1592.824,1663.781,1550.776,1572.093,1680.543,1858.493,1821.043,1582.757,1449.521,1535.515
TWN.Central,TWNZ0,Zone Supply(GWh),73085.01152030595,2303.579,2467.017,2186.607,1838.995,2102.296,1582.091,2014.690,1541.483,2581.692,2501.950,2623.028,2414.422,2452.972,2366.062,1852.803,1971.616,2549.464,2790.240,2830.792,2550.890,2455.322,2459.366,1866.562,2014.245,2546.985,2669.052,2559.093,2559.147,1938.557,2354.868,2193.098,1946.029
TWN.Central,TWNZ0,Spilled Energy(GWh),0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ1,202.57105210952028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.424,0.000,0.000,0.000,0.000,0.000,0.000,65.755,8.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.103,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ2,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZ3,356.30055932441496,38.940,0.000,38.940,0.000,0.000,0.000,33.024,0.000,0.000,39.805,19.342,0.000,0.000,0.000,0.000,27.459,39.805,39.805,39.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.373,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Import from: TWNZF1,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ3,435.03289320266487,0.000,27.000,0.000,27.000,27.000,27.000,0.000,0.000,27.600,0.000,0.000,27.600,27.600,27.600,0.000,0.000,0.000,0.000,0.000,27.600,27.600,27.600,27.600,0.000,0.000,24.333,0.000,27.300,27.300,27.300,0.000,0.000
TWN.Central,TWNZ0,Export to: TWNZ2,15193.06485945982,660.380,660.380,495.568,0.000,277.687,0.000,660.380,45.580,675.055,675.055,675.055,429.578,512.812,675.055,327.663,361.477,675.055,675.055,669.637,383.684,389.009,647.732,194.001,257.062,667.718,667.718,641.294,547.865,0.000,667.718,667.718,310.071
